物流很快，性价比很高，手机很流畅，充电速度超快，整体感觉很不错，希望能用的久一点，就是充电的时候，充电器都是烫的，希望改进。,3,物流 很快 性价比 高 手机 流畅 充电 速度 超快 整体 感觉 不错 希望 能用 久 一点 充电 充电器 烫 希望 改进
手机性能还可以，中规中矩，没什么太高要求的话足够用，但是屏幕变暗这个事儿我是真的接受不了，客服说的是长时间使用手机导致手机自我保护，自动降低屏幕亮度，总结一下就是买的不是手机，是请回来个祖宗，得供着,1,手机 性能 中规中矩 没什么 太高 足够 屏幕 变暗 事儿 真的 接受 客服 说 长时间 手机 导致 手机 自我 保护 自动 降低 屏幕 亮度 买 手机 请 回来 祖宗 得供
太烫了，而且电量掉的太快了，打游戏也有点儿卡,2,太烫 电量 掉 太快 打游戏 有点儿 卡
手机照相很好，运行速度很快，运行速度也很快。用了几个月了，以前一直都用的小米手机，很好用。,3,手机 照相 运行 速度 很快 运行 速度 很快 几个 月 小米 手机
商品，嗯，就这么说，年轻人的第一个教训，用了不到一个月就经常死机，断网，然后找京东换货还一开始地址弄错，弄错就算了，换货改个地址我催了五六天才发过来，真的无语，最无语的一次体验,1,商品 说 年轻人 第一个 教训 不到 一个月 死机 断网 找 京东 换货 地址 弄错 弄错 换货 改个 地址 催 五六天 发过来 真的 语 最无语 体验
防水很差，几滴雨水就黑屏了，电池不怎么耐用，屏幕点触不精准,2,防水 很差 几滴 雨水 黑屏 电池 耐用 屏幕 点触 精准
不能转换更多的语音，体验感差,1,转换 语音 体验 感差
真垃圾用了几天刷视频绿屏一卡一卡的从来没见过这么辣椒手机,1,真 垃圾 几天 刷 视频 绿屏 一卡 一卡 没见 辣椒 手机
性价比很高，手感舒适，屏幕真的不错 外形外观：银色很好看 屏幕音效：比40好多了 拍照效果：和上一代差不多 待机时间：待机真的很久,3,性价比 高 手感 舒适 屏幕 真的 不错 外形 外观 银色 好看 屏幕 音效 40 好多 拍照 效果 一代 待机时间 待机 真的 久
外形颜值高。绿色很清新，磨砂手感很好，屏幕分辨率效果挺好的，像素超清晰，买到就是赚到，买它买它买它，只赚不亏！！！,3,外形 颜值 高 绿色 清新 磨砂 手感 屏幕 分辨率 效果 挺 像素 超 清晰 买 赚 买 买 买 赚 不亏
到手第二天就出现硬件问题，顶部扬声器失灵并且出现异响！！本来就是买来给父母用的，这才第二天就出现这种低级的硬件问题！真的不敢恭维小米的品控问题了。,1,到手 第二天 硬件 顶部 扬声器 失灵 异响 本来 买来 父母 这才 第二天 低级 硬件 真的 不敢恭维 小米 品控
第一次用这个品牌体验比较差买回来不到，一个月就烧主板了,1,第一次 品牌 体验 差 买回来 不到 一个月 烧 主板
外形外观：较40s圆润些，外观朴实耐看。 运行速度：这cpu日常使用是毫无压力，很顺畅。 待机时间：还没有用太久暂时没感觉出来。 其他特色：一直用开小米，黑鲨，现在感觉都买不起了，这红米性价比应该还可以。。。,3,外形 外观 40s 圆润 外观 朴实 耐看 运行 速度 cpu 日常 压力 顺畅 待机时间 太久 暂时 感觉 特色 用开 小米 黑 鲨 感觉 买不起 这红米 性价比
用了没有一个月就出现花屏，送回去维修，家里老人把所有东西都给寄回去，现在寄回来虽然是个新机，但是说明书都没有，里面内赠送流量卡也没有了，老人都不会用，只能看说明书操作，简直太无语啦。对小米太失望了，没有下次，大家谨慎购买。,1,一个月 花屏 送 回去 维修 家里 老人 东西 寄 回去 寄 回来 新机 说明书 赠送 流量 卡 老人 只能 说明书 操作 太无语 小米 太 失望 下次 谨慎 购买
拍照效果：清晰 续航能力：很好 运行速度：畅快 很多次购买小米家的手机了，身边很多朋友也是用这个 牌子的，在国产千元机里面是性价比比较高的手机呢， 很适合经济能力有限的学生党，也很适合给年纪大了的 父母买，电量还是很奶思的，点赞（。ov0。）,3,拍照 效果 清晰 续航 能力 运行 速度 畅快 购买 小米 家 手机 身边 朋友 牌子 国产 千元 机 性价比 高 手机 适合 经济 能力 有限 学生 党 适合 年纪 父母 买 电量 奶思 点赞 ov0
未啥没有取电话卡的针,2,未 取 电话卡 针
不知道是不是新手机，直接打开就能用，没让开新的小米账户。手机耗电也非常快。。。。朋友们逼坑呀,1,新手机 打开 让开 新 小米 账户 手机 耗电 朋友 逼 坑
盒子里连个气泡都没有，你们是真不怕手机有问题啊，快递运输都是扔来扔去的，包装就这么简陋真是服了，问小米的客服说是符合规定的包装就这样。,1,盒子 里 连个 气泡 真 手机 快递 运输 扔来扔去 包装 简陋 服 问 小米 客服 说 符合规定 包装
官方翻新机，电池有损耗,1,官方 翻新 机 电池 损耗
外放音质有些差，像闷在盒子里，手机震感很强 可能以前用lcd屏，感觉刚开始用很晕，而且字体小，好用的字体还要花钱（我在oppo上免费的要9元） 嗯，估计用了这手机我能顺利戒手机 优点充电很快，不过发热,2,外放 音质 差 闷 盒子 里 手机 震感 很强 lcd 屏 感觉 晕 字体 好用 字体 花钱 oppo 免费 元 估计 手机 我能 顺利 戒 手机 优点 充电 很快 发热
这手机是真的垃圾，才满没有半个月出现卡屏，黑屏，刷抖音闪退,1,手机 真的 垃圾 半个 月 卡屏 黑屏 刷抖音 闪退
手机收到，觉得很不错，我不玩游戏，这部手机完全适合我使用，一点不卡，屏大，充电很快，性价比高，非常满意。,3,手机 收到 不错 玩游戏 部手机 适合 一点 不卡 屏大 充电 很快 性价比 高 满意
外形外观：很白 超级好看 屏幕音效：很大 适中 拍照效果：超级好 运行速度：快 待机时间：长 其他特色：总体方面都很好,3,外形 外观 很白 超级 好看 屏幕 音效 很大 适中 拍照 效果 超级 运行 速度 待机时间 长 特色 总体
手机收到说好卡是三到五天到的 迟迟没到 问客户 然后开启 踢皮球模式 第一次用京东 也是最后一次 差评,1,手机 收到 说好 卡是 三到 五天 迟迟 问 客户 开启 踢皮球 模式 第一次 京东 差评
K50.屏幕清晰细腻； 电池充电比我的k30提升太多，电池也耐用很多。 手机出厂就贴了膜，真的很细心。 miui13也很多细节优化。 总体评价性价比相当高。,3,K50 屏幕 清晰 细腻 电池 充电 k30 提升 太 电池 耐用 手机 出厂 贴 膜 真的 细心 miui13 细节 优化 总体 评价 性价比 高
这款产品在一千出头的价位段实在算是很不错了，日常使用，打王者毫无压力，33瓦快充，实测充电时间一个小时出头，续航能力也不错。综合来说是一款很良心的千元机了,3,款 产品 一千 出头 价位 段 实在 算是 不错 日常 王者 压力 33 瓦快 充 实测 充电 时间 小时 出头 续航 能力 不错 综合 一款 良心 千元 机了
系统太烂了，各种卡顿，掉帧，120hz跟dc不能同时开，疯狂杀后台，体验属实不太好,2,系统 太烂 卡顿 掉 帧 120hz dc 开 疯狂 杀 后台 体验 属实 不太好
让人用了一次不敢买第二次的产品，绿屏，没信号，一个字差。,1,人用 买 第二次 产品 绿屏 信号 字差
外形外观：挺好,2,外形 外观 挺
不到一周降价200?,1,不到 一周 降价 200
外形外观：时尚大气，屏显大 屏幕音效：音质悦耳，音色优美 拍照效果：拍照立体，自动聚焦 运行速度：运行速度更快，少卡顿，大型手游不在话下 待机时间：待机时间超长，充电5分钟，待机两小时，超大电容量，旅途不沮丧 其他特色：高端大气上档次,3,外形 外观 时尚 大气 屏显 屏幕 音效 音质 悦耳 音色 优美 拍照 效果 拍照 立体 自动 聚焦 运行 速度 运行 速度 少卡顿 大型 手游 不在话下 待机时间 待机时间 超长 充电 分钟 待机 两 小时 超大 电容量 旅途 沮丧 特色 高端 大气 上档次
手机还可以（就是广告多点，不过可以关）。体验不好的地方：买手机附带的赠品（一张流量卡）领不了，问了好几遍，那边流量卡发张图过来，显示黑名单无法通过验证，我信用良好不知怎么就把我拉黑了，上网一搜发现地区问题。。。于是我相当于多花了100块买的这手机（如果有流量卡就不亏，结果不给我发），关键手机还送人了没法退货。就挺难受的。,2,手机 广告 多点 关 体验 不好 地方 买手机 附带 赠品 一张 流量 卡 领 问 好几遍 流量 卡发 张图 显示 黑名单 验证 信用 不知 拉 黑 上网 搜 发现 地区 相当于 多花 100 块 买 手机 流量 卡 不亏 给我发 关键 手机 送 没法 退货 挺 难受
断网，断网，断网，老是断网，老是断网,1,断网 断网 断网 断网 断网
说好给赠品，手机买回来，赠品没有给，问客服，客服说没有赠品，有点骗人的感觉。,1,说好 赠品 手机 买回来 赠品 问 客服 客服 说 赠品 骗人 感觉
一分价钱一分货，给老年人用,2,一分 价钱 一分货 老年人
发货速度快，包装防护好。手机目前很流畅，快充速度快，眼下体验很不错，还是比较值得推荐的。,3,发货 速度 包装 防护 手机 流畅 快充 速度 眼下 体验 不错 值得 推荐
这是一款十分能打的手机，它在屏幕、性能和续航方面都打磨得挺到位，拍照嘛能扫码就行，特别是2 k屏以及67W的快充，所以如果你目前的预算只有两千元左右的话，那它应该是一个不错的选择，性价比很高,3,这是 一款 手机 屏幕 性能 续航 打磨 挺 到位 拍照 扫码 行 特别 k 屏 67W 快充 预算 两千元 不错 选择 性价比 高
手机颜色父亲很喜欢， 外形外观：很喜欢银色很正 屏幕音效：120hz高刷，没毛病 拍照效果：拍照还行吧 运行速度：高通骁龙870老人用，完全够了 待机时间：一天没问题 其他特色：没毛病,3,手机 颜色 父亲 喜欢 外形 外观 喜欢 银色 很正 屏幕 音效 120hz 高刷 毛病 拍照 效果 拍照 还行 运行 速度 高通 骁龙 870 老人 够 待机时间 特色 毛病
各种背刺，券藏起来，第二台还是二手货，不咋地,1,背刺 券藏 第二台 二手货
手机容易发热，信号不太好,1,手机 发热 信号 不太好
用了一段时间才来评价，体验感没有华为好，这款手机感觉只值华为一千多元的手机，不值这个价，拍照和拍视频不清晰，说实话，很失望，拆机后又不能退了，只能将就用着，建议还是买苹果或华为，其他品牌手机慎重,2,一段时间 评价 体验 感 华为 款 手机 感觉 只值 华为 一千多元 手机 不值 价 拍照 拍 视频 清晰 说实话 失望 拆机 退 只能 建议 买 苹果 华为 品牌手机 慎重
质感差，手感不好，充电不知为啥很慢，摄像头有点点歪,1,质感 差 手感 不好 充电 不知 为啥 慢 摄像头 点点 歪
外形外观：美观，颜色好看 屏幕音效：够大 拍照效果：还行 运行速度：非常棒，边打游戏边办公 待机时间：能用一整天,3,外形 外观 美观 颜色 好看 屏幕 音效 够 拍照 效果 行 运行 速度 棒 打游戏 办公 待机时间 一整天
手机收到了，视频几分钟开始发烫，老感觉要爆炸，小心翼翼的用，心里怕怕的！,1,手机 收到 视频 几分钟 发烫 感觉 爆炸 小心翼翼 怕怕
给家人买的，运行速度快，发货速度也很快，爸爸手机突然坏了，和朋友分析半天选择这款手机，拍照片也好看，刷抖音也不卡.,3,家人 买 运行 速度 发货 速度 很快 爸爸 手机 坏 朋友 分析 半天 选择 款 手机 拍照片 好看 刷抖音 不卡
很不错，充电很快。特别喜欢他的拍照，效果比我上台手机好太多了,3,不错 充电 很快 特别 喜欢 拍照 效果 上台 手机 好太多
手机一般，一分钱一分货吧，拍照也不太行,2,手机 一分钱 一分货 拍照 太行
还行吧，用了一段时间，感觉还行吧。,2,还行 一段时间 感觉 还行
很不错，很快就收到货了，是买给家人用的，外观靓丽，颜色时尚好看，大小合适，性价比很好， 装好卡后试用了一下，速度很流畅，拍照效果也很不错。而且还是5G的，红米手机真的值得信赖,3,不错 很快 收到 货 买 家人 外观 靓丽 颜色 时尚 好看 大小 合适 性价比 装好 卡后 试用 速度 流畅 拍照 效果 不错 5G 红米 手机 真的 值得 信赖
拍照效果: 还行 续航能力: 很好 运行速度: 畅快 物流:很快，第二天就到了，这个价格买到这样的东西 包装:非常结实，东西保护得很好，值得好评 续航能力:重度使用一天没问题，不在电量焦虑 性价比:大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算 显示效果：2k屏清晰自然享受丝滑,3,拍照 效果 行 续航 能力 运行 速度 畅快 物流 很快 第二天 价格 买 东西 包装 结实 东西 保护 值得 好评 续航 能力 重度 电量 焦虑 性价比 品牌 放心 质量 赶上 活动 购买 划算 显示 效果 2k 屏 清晰 自然 享受 丝滑
手机收到了，使用非常流程，也有很多贴心的小功能，比如玩游戏时候分屏边玩边回消息。而且还是2k屏幕真的超值，充电也非常快，插上一会就满了，一小时内必定充满,3,手机 收到 流程 贴心 功能 玩游戏 分屏 边玩 边回 消息 2k 屏幕 真的 超值 充电 插上 一会 小时 充满
从上一个用了将近四年的荣耀10换装小米手机，给了不少惊艳的地方。相机的表现真的很满意，光学防抖就是不一样，充电那叫一个快也就三十来分钟吧。外观也漂亮,3,四年 荣耀 10 换装 小米 手机 惊艳 地方 相机 表现 真的 满意 光学 防抖 充电 三十 分钟 外观 漂亮
买来第二天就卡死两次，还待不住机买了个假的吧，用以前的k20都挺好用,2,买来 第二天 卡死 两次 待不住 机买 假 k20 挺好用
充电时，特别发烫。手机质量差，用了一个月，摄像头后盖玻璃就裂了,1,充电 时 特别 发烫 手机 质量 差 一个月 摄像头 后盖 玻璃 就裂
更换手机最终选择了红米手机， 手机外观漂亮大气，屏幕够大，显示细腻，运行速度快，内存够用，电池待机时间长，充电时间很快，京东服务也很好，很喜欢这款手机,3,更换 手机 最终 选择 红米 手机 手机 外观 漂亮 大气 屏幕 够 显示 细腻 运行 速度 内存 够用 电池 待机时间 长 充电 时间 很快 京东 服务 喜欢 款 手机
接电话声音小，没在在线客服，手机发烫。,1,接电话 声音 在线 客服 手机 发烫
啥也没有得赠送，就一个手机和充电器，起码送个耳机呀，啥也没有,2,赠送 手机 充电器 起码 送个 耳机
手机自带的广告老人根本就不会关，广告多到手机都没法使用,1,手机 自带 广告 老人 关 广告 多到 手机 没法
这是手机吗？还敢拿出来卖？换了一个还是接不了联通电话。果断退货，怀疑这款都有问题。换了华为立马正常,1,这是 手机 还敢 卖 换 接 联通 电话 果断 退货 怀疑 这款 换 华为
太慢了，一分价钱一分货，真的没有性价比，太慢太慢，卡顿的不行，还不如note 9.性子急的千万不要买,1,太慢 一分 价钱 一分货 真的 性价比 太慢 太慢 卡顿 不行 note 性子 急 买
打王者时候真的抖动   黑屏时 自动关机   别的毛病暂时没发现,2,王者 真的 抖动 黑屏 时 自动关机 毛病 暂时 发现
外形外观：方正圆润 屏幕音效：屏幕清晰音质悦耳 拍照效果：成像清晰 运行速度：运行完美，同开几个应用都很流畅！ 待机时间：用一天足够了 其他特色：充电速度快,3,外形 外观 方正 圆润 屏幕 音效 屏幕 清晰 音质 悦耳 拍照 效果 成像 清晰 运行 速度 运行 完美 同开 几个 流畅 待机时间 足够 特色 充电 速度
物流一如既往的快。手机外观还行，银色挺漂亮。8100希望真实使用也能符合期望，低功耗高性能。2k屏幕很好看，加上5500的续航，完美搭配。,3,物流 一如既往 手机 外观 行 银色 挺 漂亮 8100 希望 真实 符合 期望 低功耗 高性能 2k 屏幕 好看 5500 续航 完美 搭配
真差劲，买上喇叭就声音异常，还没k40音质好，系统提示音卡顿,1,真 差劲 买 喇叭 声音 异常 k40 音质 系统 提示音 卡顿
外观简约大方，处理器不错，屏幕材质也不错，拍照效果中规中矩，平时不玩游戏，中度使用，待机时间长，运行速度快，给家人买的，很满意，家人喜欢就好！,3,外观 简约 大方 处理器 不错 屏幕 材质 不错 拍照 效果 中规中矩 平时 玩游戏 中度 待机时间 长 运行 速度 家人 买 满意 家人 喜欢
刚拿到手，试用了一下，很不错，红米手机真香 外形外观：墨羽色，背面很有质感，手感很不错 屏幕音效：音效还可以，音乐外放和视频不错 拍照效果：拍照很清楚，黑夜拍照效果也很高 运行速度：运行很快，一点也不卡，游戏什么的无压力,3,拿到 手 试用 不错 红米 手机 真香 外形 外观 墨羽色 背面 质感 手感 不错 屏幕 音效 音效 音乐 外放 视频 不错 拍照 效果 拍照 黑夜 拍照 效果 高 运行 速度 运行 很快 一点 不卡 游戏 压力
京东快递就是快，首发夜里下单，第二天就收到了；红米K40S这款5G智能手机是红米K40的升级版，三大传承：骁龙870处理器、三星E4 AMOLED 120Hz直屏、4500mAh电池；四大升级：VC液冷散热系统、67W旗舰快充、4800万像素主摄加入OIS光学防抖、圆润外观改为潮流小立边设计显得更加硬朗；还有一直喜欢的多功能NFC、红外遥控，银迹颜色很好看，手机重量比较均匀，手感非常舒适；12GB+256GB的高配置，搭载了最新的MIUI 13系统，使用起来真的很顺滑，很赞。,3,京东 快递 首发 夜里 下单 第二天 收到 红米 K40S 这款 5G 智能手机 红米 K40 升级版 三大 传承 骁龙 870 处理器 三星 E4 AMOLED 120Hz 直屏 4500mAh 电池 四大 升级 VC 液冷 散热 系统 67W 旗舰 快充 4800 万 像素 主摄 OIS 光学 防抖 圆润 外观 改为 潮流 小立边 设计 显得 硬朗 喜欢 多功能 NFC 红外 遥控 银迹 颜色 好看 手机 重量 均匀 手感 舒适 12GB 256GB 高 配置 搭载 最新 MIUI 13 系统 真的 顺滑 很赞
无语了?发语音根本听清声音，非常嘈杂，找客服，不回复信息！！！,1,无语 发 语音 听 清 声音 嘈杂 找 客服 回复 信息
说明书太简陋了，啥都没写清楚，不适合我这种笨人(ー_ー)!!，让我插个卡都插错了地方。话说怎么检查麦克风坏没坏呀 (*?????)。,1,说明书 太 简陋 写 适合 笨人 ー ー 插个 卡 插错 地方 话 说 检查 麦克风 坏 没坏
通话音量小了点，连接蓝牙耳机声音不正常，音质太差，就像随身听电量不足那种声音一样，简直没法听，换了一部还是一样，怀疑根本就没有给我更换，因为换回来的手机系统是最新的，一些默认关闭的功能居然是打开的，比如内存扩展应该是关闭的，但是我收到的是打开的，内存信息显示12+3，和京东以及小米的客服确认过这些都是不应该存在的。,2,通话 音量 点 连接 蓝牙 耳机 声音 音质 太 差 随身听 电量 那种 声音 没法 听 换 一部 怀疑 更换 换回来 手机 系统 最新 默认 关闭 功能 打开 内存 扩展 关闭 收到 打开 内存 信息 显示 12 京东 小米 客服 确认
用了一月便宜了300元??，拿手机有点大。内存不够用，还是得买内存大的,2,一月 便宜 300 元 手机 内存 买 内存
**东西，买来新手机，插卡的卡条打不开。 还让人自己预约去附近网点修，真**的服。,1,东西 买来 新手机 插卡 卡条 打不开 预约 网点 修 真 服
我是买到不合格产品了吗？12+256的配置王者居然卡顿？非常不满意、广告党,1,买 合格 产品 12 256 配置 王者 卡顿 满意 广告 党
客服态度差，用了没有3个月手机触屏失灵，处理周期时间长,1,客服 态度 差 月 手机 触屏 失灵 周期时间 长
看着有12g运行内存使用感受其实和8g差别不大，有时玩个贪吃蛇都卡顿不知道是不是我网的问题，相机虽然有ios但真的不能比。最不舒服的还是塑料边框没啥手感，玩王者荣耀屏幕不支持多触控，玩的不爽，没得耳机，要讲好就是有红外功能，看看剧时双扬声器杜比音效。整体流畅和稳定性和鸿蒙系统对比一下个人还是偏向于鸿蒙。,2,看着 12g 运行 内存 感受 8g 差别 玩个 贪吃蛇 卡顿 我网 相机 ios 真的 舒服 塑料 边框 手感 玩 王者 荣耀 屏幕 支持 多触 控 玩 不爽 耳机 讲 红外 功能 剧时 双 扬声器 杜比 音效 整体 流畅 稳定性 鸿蒙 系统 偏向 鸿蒙
第一次使用红米，不怎么习惯，说明书太简单，竟然不会用。总体来说，手机还可以，电池还没有我老旧的华为8x耐用，刷视频也有点发热。,2,第一次 红米 习惯 说明书 太 简单 总体 手机 电池 老旧 华为 8x 耐用 刷 视频 发热
手机一般，发货速度真是慢！,1,手机 发货 速度 慢
真没想到屏幕这么大，刚好买给老爸用的，相当满意，屏幕丝滑流畅，特意试一下照相功能，十倍强大，这个价位性价比太香了。,3,真没想到 屏幕 买 老爸 满意 屏幕 丝滑 流畅 特意 试一下 照相 功能 十倍 强大 价位 性价比 太香
用了一个月，各种软件卡死,2,一个月 软件 卡死
小窗模式有时候触屏不灵敏,2,小窗 模式 有时候 触屏 不灵敏
17号到的单位直播室，18号才拆封，这才几天屏幕就出现两天横线，这品控真心拉夸，拆封手机的时候就觉得品控一般，没想到这么差,1,17 号 单位 直播室 18 号 拆封 这才 几天 屏幕 两天 横线 这品 控 真心 拉 夸 拆封 手机 品控 没想到 差
东西蓝牙兼容不行，网络偏移动，电信网不咋滴！而且赠送套餐现在都没来，而且像素极差！等京东客服介入,1,东西 蓝牙 兼容 不行 网络 偏 电信网 滴 赠送 套餐 没来 像素 极差 京东 客服 介入
差极了，没用多久屏幕就老没反应，还卡，没法说,1,差 没用 多久 屏幕 还卡 没法 说
和我4年前的荣耀note10比起来，除了运行稍许提升了流畅度充电快点外，其他方面没有任何感受得到的提升。另外nfc不得不吐槽，之前用荣耀隔着近10厘米随便晃晃就可以刷到了，k50不行，需要用屏幕面贴在读卡器上几十秒才能刷到，有些地方还刷不了，这实际等于没有nfc，除了应急会用下，平时根本不实用。这个机器除了堆叠的硬件没啥亮点，千元机的做工，几年来毫无进步甚至有些倒退的操作系统，偏高的价格，从小米诞生以来就只能扫二维码的相机，总体来说两个字不值。不明白网上那些好评的吹捧的媒体是没用过其他机器还是收了黑钱。总之买后悔了，应该加几百块继续追荣耀的。,2,年前 荣耀 note10 运行 稍许 提升 流畅 度 充电 快点 外 感受 提升 nfc 吐槽 荣耀 隔 10 厘米 随便 晃晃 刷 k50 不行 屏幕 面贴 读卡器 几十秒 刷到 地方 刷 等于 nfc 应急 会用 平时 实用 机器 堆叠 硬件 亮点 千元 机 做工 几年 倒退 操作系统 偏高 价格 米 诞生 只能 扫 二维码 相机 总体 两个 字 不值 明白 网上 好评 吹捧 媒体 没用过 机器 收 黑钱 买 后悔 加 几百块 追 荣耀
红米k50可以说是期待已久了，天玑8100芯片的能耗比可比这两年的高通强太多了。目前拿到手没什么问题，2k屏显示效果蛮好的，性价比很高，比起骁龙8gen1处理器的手机是值得购买的。,3,红米 k50 说 期待已久 天玑 8100 芯片 能耗 可比 两年 高通 强太多 拿到 手 没什么 2k 屏 显示 效果 性价比 高 骁龙 8gen1 处理器 手机 值得 购买
呵呵，拿到手，手机充电器竟然是坏的，充不进电，我用旧的充电器可以给手机充电，联系售后，约定6.21号京东快递员取走坏的充电器，今天6.29号了，问售后情况，说疫情影响还在配送到小米的售后处，呵呵，这效率，什么都怪疫情，问小米客服，小米客服让找京东，京东客服也是翻来覆去几句话，疫情影响，我就想，我买个新手机，10来天了竟然只能用旧的充电器，呵呵,1,拿到 手 手机 充电器 坏 充不进 电 我用 旧 充电器 手机 充电 售后 约定 6.21 号 京东 快递 员取 走 坏 充电器 6.29 号 问 售后 情况 说 疫情 影响 配送 小米 售后 处 效率 疫情 问 小米 客服 小米 客服 找 京东 京东 客服 翻来覆去 几句话 疫情 影响 想 我买个 新手机 10 来天 只能 用旧 充电器
手机壳质量很好，做工精细，很漂亮，给老妈买的，他们也特别喜欢，多谢京东！,3,手机 壳 质量 做工 精细 很漂亮 老妈 买 特别 喜欢 多谢 京东
外形外观：外观简洁大气，工业设计专业 屏幕音效：三星的屏幕显示效果很好 拍照效果：相机拍照效果很好 运行速度：870骁龙处理器完全胜任，不发热 待机时间：待机耗电慢，续航持久,3,外形 外观 外观 简洁 大气 工业 设计 专业 屏幕 音效 三星 屏幕显示 效果 拍照 效果 相机 拍照 效果 运行 速度 870 骁龙 处理器 胜任 发热 待机时间 待机 耗电 慢 续航 持久
很卡，太卡了，就不应该存在这种机子,1,很卡 太卡 机子
评价晚了，手机是买来送人的，就说一点吧，双扬声器真的拉，没有宣传的那么好，上边喇叭声音很小很小，下边喇叭的声音大，手机横过来左右的音量明显不对称。其他还行。,2,评价 晚 手机 买来 送人 说 一点 双 扬声器 真的 拉 宣传 上边 喇叭 声音 很小 很小 下边 喇叭 声音 手机 横 音量 对称 行
手机配置 外形外观：很很好看 屏幕音效：声音很好听 运行速度：感觉还可以 待机时间：一天应该没有问题 拍照效果：速度很快,3,手机 配置 外形 外观 好看 屏幕 音效 声音 好听 运行 速度 感觉 待机时间 拍照 效果 速度 很快
用了两天，使用非常流畅。打王者也不发热，续航超长，日常续航6小时以上吧。充电也很快。外观也不错。这价格完全不用介意塑料中框还是金属中框。配置满满的正能量。yyds,3,两天 流畅 王者 发热 续航 超长 日常 续航 小时 充电 很快 外观 不错 价格 不用 介意 塑料 中框 金属 中框 配置 满满的 正 能量 yyds
手机电池有问题，说是180天换新，就是骗人的,1,手机电池 说 180 天换 新 骗人
给三星是因为暴力分拣，盒子都变形了，好在手机目前没发现问题，也就不追究了，就给中评吧。手机中规中矩，做工不太好，性能不错。后盖缝隙挺大的。给大家参考吧。,2,三星 是因为 暴力 分拣 盒子 变形 手机 发现 追究 中评 手机 中规中矩 做工 不太好 性能 不错 后盖 缝隙 挺大 参考
做工不咋地，千元机水平,1,做工 千元 机 水平
手机评反应慢了点,2,手机 评 慢 点
这手机网不行,2,手机网 不行
手机还是很好的就是工艺有点问题后背摄像头旁边按压有异响，（不是我挑刺买回来带手机壳没啥感觉后面没带手机壳的时候打游戏才发现的）,2,手机 工艺 后背 摄像头 旁边 按压 异响 挑刺 买回来 手机 壳 感觉 没带 手机 壳 打游戏 发现
充电发热，打游戏卡顿，系统bug多，果然是红米不太行，大家不要买。,2,充电 发热 游戏卡 顿 系统 bug 红米 太行 买
刚收到货我都还没玩就要拿去手机店维修   卡槽弄不出来 拆机一看  里面卡槽那边都没合好,1,收到 货 都还没 玩 手机店 维修 卡槽 弄 拆机 一看 卡槽 没合
慎重,2,慎重
一家人都在用小米，高低还是失望了。,1,一家人 小米 失望
父亲节给父亲买的，流畅不卡顿，颜值在线，长辈用完全可以，内存音质画面都没问题，目前用的很不错。 外形外观：简约时尚 屏幕音效：没有杂音 拍照效果：可以,3,父亲节 父亲 买 流畅 不卡顿 颜值 在线 长辈 内存 音质 画面 不错 外形 外观 简约 时尚 屏幕 音效 杂音 拍照 效果
外观时尚靓丽，三星2k屏幕，细腻清晰，做工精美，手感好，有高大上的感觉； 67w闪充，半小时充满，工作生活不耽误； 5500mAh大电池，续航待机时间长，不掉电； 拍照清晰，OIS防抖相机，方便拍摄； 旗舰芯片，游戏不卡顿，流畅，散热快； 物流速度快，昨晚下单，今早9点就收到了；,3,外观 时尚 靓丽 三星 2k 屏幕 细腻 清晰 做工 精美 手感 高大 感觉 67w 闪充 半小时 充满 工作 生活 耽误 5500mAh 电池 续航 待机时间 长 掉电 拍照 清晰 OIS 防抖 相机 拍摄 旗舰 芯片 游戏 不卡顿 流畅 散热 物流 速度 昨晚 下单 今早 点 收到
这么多年来体验最差的一款手机，经常自动死机，绿屏,1,多年 体验 最差 一款 手机 自动 死机 绿屏
手机送过来贴膜是脏的真的影响视觉感受，一个明显的异物，问了客服说要自己换个膜，出货自带的膜贴的时候不好好搞还要消费者自己负责，我也是醉了，换货还要七天才能解决，效率好慢。图片大家自己看，这么大的异物出货是能看不到，品质检测的人是怎么检的。以前小米确实不错，也买过几个了，但是现在小米的质量现在真是令人担忧，还什么小金刚品质，金刚在哪里？,1,手机 送过来 贴膜 脏 真的 影响 视觉 感受 异物 问 客服 说 换个 膜 出货 自带 膜 贴 好好 搞 消费者 负责 醉 换货 七天 解决 效率 好慢 图片 异物 出货 看不到 品质 检测 检的 小米 确实 不错 买 几个 小米 质量 令人担忧 小金刚 品质 金刚
运行速度：可以 拍照效果：满足不期待拍照的人 外形外观：不喜欢相机 冲电速度没有宣传那么好，从百分之15到百分之百用了1个小时零几分，内存是真的大 屏幕音效：挺好的 缺点是连接WIFI用的时候断连， 充电刚开始还是很烫的,2,运行 速度 拍照 效果 期待 拍照 外形 外观 喜欢 相机 冲电 速度 宣传 百分之 15 百分之百 小时 几分 内存 真的 屏幕 音效 挺 缺点 连接 WIFI 断 充电 烫
这个价位，这个配置应该是非常好的。但是有一个致命的缺点，就是玩火影手游的时候掉帧断流，这一点非常让人无法忍受,1,价位 配置 致命 缺点 玩火 影手游 掉 帧 断流 一点 无法忍受
